,Name,CPU,RAM,Ổ cứng,Card đồ họa,Màn hình,Hệ điều hành,Pin,Trọng lượng,Màu sắc,Kích thước,Price
183,Laptop HP ProBook 450 G8 (2H0W6PA) (i7-1165G7 | 8GB | 512GB | VGA MX450 2GB | 15.6'' FHD | Win 10),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,"8GB (8GBx1) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIe,NVIDIA GeForce MX450 2GB GDDR5 + Intel® Iris® Xᵉ Graphics,"15.6"" FHD (1920 x 1080) IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",Windows 10 Home,3 Cell 45WHr,1.74kg,Pike silver,35.94 x 23.67 x 1.98 cm,"25,890,000₫"
184,Laptop HP ProBook 450 G8 (2H0W5PA) (i7-1165G7 | 8GB | 512GB | Intel Iris Xe Graphics | 15.6'' FHD | Win 10),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,"8GB (8GBx1) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIe,Intel® Iris® Xᵉ Graphics,"15.6"" FHD (1920 x 1080) IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",Windows 10 Home,3 Cell 45WHr,1.74kg,Pike silver,35.94 x 23.67 x 1.98 cm,"24,390,000₫"
185,Laptop HP ProBook 450 G8 (2H0V4PA) (i5-1135G7 | 8GB | 256GB | Intel Iris Xe Graphics | 15.6'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB (8GBx1) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",256GB SSD M.2 PCIe,Intel® Iris® Xᵉ Graphics,"15.6"" FHD (1920 x 1080) IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",Windows 10 Home,3 Cell 45WHr,1.74kg,Pike silver,35.94 x 23.67 x 1.98 cm,"18,990,000₫"
186,Laptop HP ProBook 450 G8 (2H0V8PA) (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 15.6'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB (8GBx1) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIe,Intel® Iris® Xᵉ Graphics,"15.6"" FHD (1920 x 1080) IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",Windows 10 Home,3 Cell 45WHr,1.74kg,Pike silver,35.94 x 23.67 x 1.98 cm,"28,190,000₫"
187,Laptop HP ProBook 440 G8 (2Z6J6PA) (i7-1165G7 | 16GB | 512GB | Intel Iris Xe Graphics | 14'' FHD | Win 10),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,"16GB (16GBx1) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIe,Intel® Iris® Xᵉ Graphics,"14"" FHD (1920 x 1080) IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",Windows 10 Home,3 Cell 45WHr,1.38 kg,Pike silver,32.19 x 21.39 x 1.99,"25,490,000₫"
188,"Laptop Dell Vostro 5301 (V3I7129W) (i7-1165G7 | 8GB | 512GB | VGA MX350 2GB | 13.3"" FHD | Win 10)",Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,8GB LPDDR4 4267MHz Onboard,512GB SSD M.2 PCIE,NVIDIA GeForce MX350 2GB GDDR5 + Intel Iris Xe Graphics,"13.3'' FHD (1920 x 1080) WLED, Anti-Glare, 72% NTSC, 300 Nits",Windows 10 Home,3 Cell 40WHr,,Gray ,306 x 204 x 15.9 mm,"26,990,000₫"
189,"Laptop HP 15s-fq2046TU (31D94PA) (i5-1135G7 | 8GB | 256GB | Intel Iris Xe Graphics | 15.6"" HD | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB DDR4 2666MHz,256GB PCIe® NVMe™ M.2 SSD,Intel Iris Xe Graphics,"15.6"" HD (1366x768) SVA Anti-Glare with 45% NTSC, Micro-Edge WLED-backlit, 220nits",Windows 10 Homes,3 Cell 41WHr,1.65 kg,Bạc,35.85 x 24.2 x 1.8 cm,"15,590,000₫"
190,"Laptop HP 15s-fq2029TU (2Q5Y7PA) (i7-1165G7 | 8GB | 512GB | Intel Iris Xe Graphics | 15.6"" HD | Win 10)",Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,8GB DDR4 2666MHz,512GB PCIe® NVMe™ M.2 SSD,Intel Iris Xe Graphics,"15.6"" HD (1366x768) SVA Anti-Glare with 45% NTSC, Micro-Edge WLED-backlit, 220nits",Windows 10 Homes,3 Cell 41WHr,1.65 kg,Bạc,35.85 x 24.2 x 1.8 cm,"18,490,000₫"
191,"Laptop HP 15s-fq2027TU (2Q5Y3PA) (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 15.6"" HD | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB DDR4 2666MHz,512GB PCIe® NVMe™ M.2 SSD,Intel Iris Xe Graphics,1366x768,Windows 10 Homes,3 Cell 41WHr,1.65 kg,Bạc,35.85 x 24.2 x 1.8 cm,"16,590,000₫"
192,"Laptop MSI Modern 15 A11M-200VN (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 15.6"" FHD | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",512GB PCIe NVMe™ M.2 SSD (2 slots),Intel Iris Xe Graphics,"15.6"" FHD (1920 x 1080) IPS-Level, 60Hz, 45% NTSC, Thin Bezel",Windows 10 Home,3 Cell 52WHr,1.6 kg,Carbon Gray,356.8 x 233.75 x 16.9 (mm),"18,990,000₫"
193,"Laptop Dell XPS 13 9310 (70234076) (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 13.4"" FHD | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB LPDDR4x 4267MHz Onboard,512GB SSD M.2 PCIE,Intel Iris Xe Graphics,"13.4"" FHD+ (1920 x 1200) InfinityEdge Touch Display, Anti-Glare, 500nits, 100% sRGB",Windows 10 Home,4 Cell 52WHr,1.27 kg,Bạc,295.7 x 198.7 x 14.8 (mm),"39,990,000₫"
194,"Laptop Dell Inspiron 5490 (70226488) (i7-10510U | 8GB | 512GB | VGA MX230 2GB | 14"" FHD | Win 10)",Intel Core i7-10510U 1.8GHz up to 4.9GHz 8MB,"8GB (4GB x2) DDR4 2666MHz (1x SO-DIMM socket, up to 20GB SDRAM)",512GB SSD M.2 PCIe NVMe,NVIDIA GeForce MX230 2GB GDDR5 + Intel UHD Graphics,"14"" FHD (1920 x 1080) IPS, Anti-Glare",Windows 10 Home,3 Cell 51WHr,1.42 kg,Silver,321.77 x 217 x 14.9 – 17.29 mm,"23,490,000₫"
195,"Laptop Dell Inspiron 5406 2 in 1 (70232602) (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 14"" FHD Touch | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)",512GB PCIe NVMe,Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Touch",Windows 10 Home,3 Cell 40WHr,1.72 kg,Silver,324.3 x 222.9 x 18.94 mm,"21,590,000₫"
196,"Laptop Dell Inspiron 5301 (70232601) (i7-1165G7 | 8GB | 512GB | VGA MX350 2GB | 13.3"" FHD | Win 10)",Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,8GB LPDDR4 4267MHz Onboard,512GB SSD M.2 PCIE,NVIDIA GeForce MX350 2GB GDDR5 + Intel® Iris® Xe Graphics,"13.3'' FHD (1920 x 1080) WVA, Anti-Glare, 72% NTSC, 300 Nits",Windows 10 Home,3 Cell 40WHr,,Bạc,305.96 x 203.4 x 15.85 mm,"25,290,000₫"
197,"Laptop HP EliteBook X360 1040 G7 (230P8PA) (i7-10510U | 16GB | 512GB+32GB | Intel UHD Graphics | 14"" FHDT | Win 10 Pro)",Intel Core i7-10510U 1.8GHz up to 4.9GHz 8MB,16GB LPDDR4 2933MHz Onboard,512GB SSD NVMe PCIe + 32 GB Intel® Optane™ memory,Intel UHD Graphics ,"14"" diagonal, FHD (1920 x 1080), touch, IPS, anti-glare, 1000 nits, 72% NTSC, HP Sure View Reflect integrated privacy screen",Windows 10 Pro ,4 Cell 78.5WHr,1.32 kg,Silver,31.93 x 20.26 x 1.66 cm,"48,990,000₫"
198,"Laptop Dell XPS 13 9310 (XPS_9310) (i7-1165G7 | 16GB | 512GB | Intel Iris Xe Graphics | 13.4"" UHD Touch | Win 10)",Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,16GB LPDDR4x 4267MHz Onboard,512GB SSD M.2 PCIE,Intel Iris Xe Graphics,"13.4"" UHD+ (3840 x 2400) InfinityEdge Touch Display, Anti-Glare, 500nits, 100% sRGB",Windows 10 Home,4 Cell 52WHr,1.27 kg,Bạc,295.7 x 198.7 x 14.8 (mm),"59,990,000₫"
199,"Laptop Dell Vostro 5502 (V5502) (i5-1135G7 | 8GB | 512GB | VGA MX330 2GB | 15.6"" FHD | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIE,NVIDIA GeForce MX330 2GB GDDR5 + Intel Iris Xe Graphics,"15.6"" FHD (1920 x 1080) Anti-Glare, LED Backlight, Wide Viewing Angle",Windows 10 Home,3 Cell 40WHr,1.7 Kg,Gray,356.1x 234.5 x 17.9 (mm),"21,490,000₫"
200,"Laptop Dell Vostro 5301 (V5301_2) (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 13.3"" FHD | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB LPDDR4 4267MHz Onboard,512GB SSD M.2 PCIE,Intel Iris Xe Graphics,"13.3'' FHD (1920 x 1080) WLED, Anti-Glare, 72% NTSC, 300 Nits",Windows 10 Home,3 Cell 40WHr,,Gray ,306 x 204 x 15.9 mm,"20,990,000₫"
201,"Laptop Dell Inspiron 5406 2 in 1 (T5406) (i7-1165G7 | 8GB | 512GB | VGA MX230 2GB | 14"" FHD Touch | Win 10)",Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)",512GB PCIe NVMe,NVIDIA GeForce MX230 2GB GDDR5 + Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Touch",Windows 10 Home,3 Cell 40WHr,1.72 kg,Silver,324.3 x 222.9 x 18.94 mm,"26,990,000₫"
202,Laptop HP EliteBook X360 1030 G7 (230P5PA) ( i7-10710U | 16GB | 512GB+32GB | Intel® UHD Graphics | 13.3'' FHD Touch | Win 10 Pro),Intel Core i7-10510U 1.1GHz up to 4.7GHz 12MB,16GB LPDDR4 2933MHz Onboard,512GB SSD NVMe PCIe + 32 GB PCIe® NVMe™ Intel® Optane™,Intel UHD Graphics,"13.3"" FHD (1920 x 1080), touch, IPS, micro-edge, anti-glare, 1000 nits, 72% NTSC, HP Sure View integrated privacy screen",Windows 10 Pro ,4 Cell 54WHr,1.21 kg,Silver,30.37 x 19.39 x 1.61 mm,"48,990,000₫"
203,"Laptop Lenovo Legion 5 15ARH05H (82B100BJVN) (R7-4800H | 8GB | 512GB | VGA GTX 1660Ti 6GB | 15.6"" FHD 144Hz | Win 10)",AMD Ryzen 7 4800H 2.9GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)","512GB SSD PCIE G3X4, x1 slot 2.5"" SATA (HDD/SSD)",NVIDIA GeForce GTX 1660Ti 4GB GDDR6 + AMD Radeon™ Graphics,"15.6"" FHD (1920x1080) WVA 300nits Anti-glare, 144Hz, 100% sRGB, Dolby Vision",Windows 10 Home,4 Cell 60WHr,2.46 kg,Phantom Black,363.06 x 259.61 x 23.57-26.1 (mm),"29,990,000₫"
204,"Laptop Dell Inspiron 3501 (N3501A) (i3-1005G1 | 4GB | 256GB | Intel UHD Graphics | 15.6"" FHD | Win 10)",Intel Core i3-1005G1 1.2GHz up to 3.4GHz 4MB,"4GB DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)","256GB SSD M.2 PCIE (Còn trống 1 khe 2.5"" SATA)",Intel UHD Graphics,"15.6"" FHD (1920 x 1080) Anti-Glare",Windows 10 Home,3 Cell 42WHr,1.91 kg,Đen,363.96 x 249 x 19.9 mm,"11,490,000₫"
205,"Laptop Dell Vostro 5502 (V5502A) (i7-1165G7 | 16GB | 512GB | VGA MX330 2GB | 15.6"" FHD | Win 10)",Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,"16GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIE,NVIDIA GeForce MX330 2GB GDDR5 + Intel Iris Xe Graphics,"15.6"" FHD (1920 x 1080) Anti-Glare, LED Backlight, Wide Viewing Angle",Windows 10 Home,3 Cell 40WHr,1.7 Kg,Gray,356.1x 234.5 x 17.9 (mm),"25,990,000₫"
206,"Laptop Dell Inspiron 7501 (X3MRY1) (i7-10750H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6"" FHD | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"8GB DDR4 2933MHz Onboard (1x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIe NVMe,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare, 100% sRGB, 64% Adobe RGB",Windows 10 Home,3 Cell 56WHr,1.851 kg,Bạc,35.61 x 23.45 x 1.89 (cm),"30,490,000₫"
207,Laptop Lenovo Yoga Slim 7 14ITL05 (82A3004FVN) (i7-1165G7 | 8GB | 512GB | Intel Iris Xe Graphics | 14” FHD | Win 10),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,8GB DDR4 3200MHz Onboard,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,Intel Iris Xe Graphics,"14"" FHD (1920x1080) IPS, 300nits, Glossy, 100% sRGB",Window 10 Home,4Cell 60.7Wh,1.36 Kg,Dark Moss,320.6 x 208.18 x 14.9mm,"25,990,000₫"
208,"Laptop HP EliteBook X360 830 G7 (230L5PA) (i7-10510U | 8GB | 512GB+32GB | Intel UHD Graphics | 13.3"" FHDT | Win 10 Pro)",Intel Core i7-10510U 1.8GHz up to 4.9GHz 8MB,"16GB DDR4 2666MHz (1x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD NVMe PCIe + 32 GB Intel® Optane™,Intel UHD Graphics,"13.3"" FHD (1920 x 1080) touch, IPS, anti-glare, 400 nits, 72% NTSC",Windows 10 Pro ,3 Cell 53WHr,1.31 kg,Silver,30.75 x 20.5 x 1.79 cm,"38,290,000₫"
209,"Laptop MSI GF75 Thin 10SCSR-208VN (i7-10750H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 17.3"" FHD 144Hz | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE, 1x 2.5"" SATA3",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics 630,"17.3"" FHD (1920 x 1080) IPS, 144Hz, Thin Bezel, Anti-Glare",Windows 10 Home,3 Cell 51WHr,2.2 kg,Đen,397 x 260 x 22~23.1 mm,"23,590,000₫"
210,"Laptop HP EliteBook 1050 G1 (5JJ71PA) (i7-8750H | 16GB | 512GB | VGA GTX 1050 4GB | 15.6"" FHD | DOS)",Intel Core i7-8750H 2.2GHz up to 4.1GHz 9MB,"16GB DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD PCIe NVMe,NVIDIA GeForce GTX 1050 4GB GDDR5 + Intel UHD Graphics 630,"15.6"" FHD (1920 x 1080) IPS LED UWVA, Anti-Glare, 100% sRGB",Free DOS,6 Cell 95.6WHr,2.06 kg,Silver,36 x 25.4 x 1.89 (cm),"35,590,000₫"
211,"Laptop HP EliteBook 1050 G1 (3TN94AV) (i5-8300H | 8GB | 256GB | VGA GTX 1050 4GB | 15.6"" FHD | DOS)",Intel Core i5-8300H 2.3GHz up to 4.0GHz 8MB,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)",256GB PCIe® NVMe™ M.2 SSD,NVIDIA GeForce GTX 1050 4GB GDDR5 + Intel HD Graphics 630,"15.6"" FHD (1920 x 1080) IPS LED UWVA, Anti-Glare, 100% sRGB",Free DOS,6 Cell 95.6WHr,2.06 kg,Silver,36 x 25.4 x 1.89 cm,"29,990,000₫"
212,"Laptop HP Zbook Firefly 14 G7 (8VK71AV) ( i7 10510U | RAM 16GB | 512GB SSD | 14""FHD | VGA Quadro P520 4GB | Win10 )","intel core i7-10510U (1.80 GHz, up to 4.80 GHz, 8MB)",16GB (1x16GB) DDR4-2666,SSD 512GB M.2 2280 PCIe NVMe,NVIDIA Quadro P520 4GB,"14""diagonal,FHD(1920 x 1080), IPS,anti-glare, 250 nits, 45%NTSC",Windows 10 Pro 64,3 Cell 56WH,1.41 kg,silver,32.3 x 21.46 x 1.79 cm,"38,900,000₫"
213,"Laptop HP ZBook FireFly 14 G7 (8VK70AV) ( i5 10210U | 8GB | 256GB SSD | VGA Quadro P520 4GB | 14"" FHD | Win10 Pro )",,,,NVIDIA Quadro P520 4GB,"14""diagonal,FHD(1920 x 1080), IPS,anti-glare, 250 nits, 45%NTSC",Windows 10 Pro 64,3 Cell 56WH,1.41 kg,silver,32.3 x 21.46 x 1.79 cm,"31,900,000₫"
214,"Laptop HP ZBook Fury 17 G7 (26F43AV) (Core i7-10750H | 32GB | 512GB SSD | VGA Quadro T2000 4GB | 17.3"" FHDWin 10 Pro )",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,32GB (2x16GB) DDR4-2666MHZ,512GB SSD M.2 PCIe,NVIDIA® Quadro® T2000 4GB,17.3″ diagonal FHD (1920 x 1080) IPS eDP anti-glare WLED-backlit and ambient light sensor 300 nits 72% CG,Windows 10 pro,8cell,2.76kg,silver,39.84 x 26.71 x 2.69 cm,"63,490,000₫"
215,"Laptop HP ZBook Fury 15 G7 (26F74AV) ( i7-10750H | 16GB | 512GB SSD | VGA Quadro T1000 4G | 15.6"" FHD | Win 10 Pro )",,,,,15.6″ diagonal FHD (1920 x 1080) IPS eDP1.2 anti-glare WLED-backlit and ambient light sensor 250 nits 45% CG,,,2.35kg,, 35.7 x 24.25 x 2.59 cm,"55,490,000₫"
